agency_type,product_name,gender,duration,destination,net_sales_SGD,age,claim,age_group
Travel Agency,Cancellation Plan,Not Specified,70,SINGAPORE,80.0,20,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,68,AUSTRALIA,49.5,38,0,Adult Travelers
Airlines,Bronze Plan,F,34,SINGAPORE,16.0,66,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,24,CHINA,20.0,28,0,Young Adult Travelers
Travel Agency,Single Trip Travel Protect Gold,F,7,HONG KONG,29.0,40,0,Adult Travelers
Airlines,Basic Plan,M,41,JAPAN,35.0,49,0,Adult Travelers
Airlines,Basic Plan,M,7,CHINA,26.0,49,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,74,AUSTRALIA,26.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,45,PHILIPPINES,16.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,63,MALAYSIA,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,HONG KONG,24.0,36,0,Adult Travelers
Airlines,Basic Plan,M,156,INDONESIA,18.0,23,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,81,UNITED KINGDOM,90.0,36,0,Adult Travelers
Airlines,Silver Plan,F,8,SINGAPORE,22.5,45,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,19,UNITED KINGDOM,79.2,61,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,17,UNITED KINGDOM,80.0,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,ITALY,12.0,36,0,Adult Travelers
Airlines,Value Plan,M,29,BRUNEI DARUSSALAM,15.0,45,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,8,SINGAPORE,20.0,27,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,MALAYSIA,20.0,54,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,9,CANADA,19.8,59,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,33,SWITZERLAND,108.9,49,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,80,SOUTH AFRICA,57.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,27,INDONESIA,27.0,49,0,Adult Travelers
Airlines,Basic Plan,M,4,MALAYSIA,18.0,54,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,2,THAILAND,9.9,54,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,100,UNITED KINGDOM,89.1,55,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,26,SINGAPORE,14.28,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,29,HONG KONG,13.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,JAPAN,80.0,35,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,3,SINGAPORE,21.0,40,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,56,UNITED STATES,80.0,53,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,31,INDONESIA,27.0,25,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,29,UNITED STATES,33.0,46,0,Adult Travelers
Airlines,Silver Plan,F,47,SINGAPORE,95.0,22,0,Young Adult Travelers
Airlines,Basic Plan,F,36,CHINA,35.0,62,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,12,"KOREA, REPUBLIC OF",55.0,36,0,Adult Travelers
Airlines,Basic Plan,F,21,"KOREA, REPUBLIC OF",26.0,30,0,Young Adult Travelers
Airlines,Basic Plan,M,150,AUSTRALIA,35.0,58,0,Adult Travelers
Airlines,Basic Plan,M,6,MYANMAR,22.0,63,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,105,PHILIPPINES,35.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,11,"KOREA, REPUBLIC OF",102.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,15,HONG KONG,31.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,7,MALAYSIA,29.7,49,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,20,THAILAND,24.0,51,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,49,"TAIWAN, PROVINCE OF CHINA",21.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,VIET NAM,28.0,35,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,171,CHINA,49.0,52,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,28,MALAYSIA,13.0,57,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,66,UNITED STATES,112.0,34,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,THAILAND,10.0,34,0,Adult Travelers
Airlines,24 Protect,M,6,PHILIPPINES,5.73,48,0,Adult Travelers
Airlines,Silver Plan,F,16,SINGAPORE,18.5,28,0,Young Adult Travelers
Airlines,Value Plan,M,15,NETHERLANDS,87.0,56,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,49,JAPAN,66.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,THAILAND,10.0,52,0,Adult Travelers
Airlines,Basic Plan,M,75,THAILAND,22.0,55,0,Adult Travelers
Airlines,Basic Plan,M,67,THAILAND,30.0,36,0,Adult Travelers
Airlines,Bronze Plan,M,3,SINGAPORE,17.5,30,0,Young Adult Travelers
Airlines,Basic Plan,F,25,CHINA,35.0,27,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,207,CANADA,80.0,33,0,Adult Travelers
Airlines,Silver Plan,F,22,SINGAPORE,81.5,25,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,102,INDONESIA,10.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,11,UNITED ARAB EMIRATES,39.6,38,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,6,THAILAND,20.0,20,0,Young Adult Travelers
Airlines,Basic Plan,F,1,INDONESIA,18.0,38,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,87,UNITED STATES,20.0,30,0,Young Adult Travelers
Airlines,Basic Plan,F,36,THAILAND,22.0,43,0,Adult Travelers
Airlines,Silver Plan,F,34,SINGAPORE,24.05,62,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,2,JAPAN,29.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,98,UNITED STATES,28.0,52,0,Adult Travelers
Airlines,Basic Plan,F,21,MYANMAR,22.0,43,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,12,AUSTRALIA,10.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,19,MYANMAR,16.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,7,UNITED KINGDOM,29.7,38,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,CHINA,28.0,35,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,44,UNITED STATES,69.3,47,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,2,UNITED STATES,19.8,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,1,MALAYSIA,10.0,58,0,Adult Travelers
Airlines,Basic Plan,M,11,VIET NAM,18.0,46,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,29,MALAYSIA,29.0,64,0,Senior Citizen Travelers
Airlines,Value Plan,Not Specified,19,BRUNEI DARUSSALAM,15.0,62,0,Senior Citizen Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,57,UNITED STATES,9.9,44,0,Adult Travelers
Airlines,Basic Plan,M,28,CHINA,26.0,31,0,Adult Travelers
Airlines,Basic Plan,F,131,CAMBODIA,30.0,62,0,Senior Citizen Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,16,SINGAPORE,25.0,36,0,Adult Travelers
Airlines,Silver Plan,M,18,SINGAPORE,29.5,27,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,BRAZIL,10.0,36,0,Adult Travelers
Airlines,Basic Plan,M,90,CHINA,50.0,54,0,Adult Travelers
Airlines,Bronze Plan,F,11,SINGAPORE,27.0,68,1,Senior Citizen Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,22,UNITED STATES,20.0,46,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,AUSTRALIA,37.0,22,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,21,VIET NAM,54.0,63,0,Senior Citizen Travelers
Travel Agency,Single Trip Travel Protect Silver,F,9,JAPAN,39.75,36,0,Adult Travelers
Airlines,Bronze Plan,F,20,SINGAPORE,33.5,52,0,Adult Travelers
Airlines,24 Protect,F,8,MALAYSIA,31.75,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,MALAYSIA,10.0,27,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,31,CHINA,33.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,182,CHINA,23.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,78,SINGAPORE,15.95,48,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,SINGAPORE,112.0,36,0,Adult Travelers
Travel Agency,Single Trip Travel Protect Silver,M,15,ITALY,39.5,26,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,35,THAILAND,23.0,36,0,Adult Travelers
Travel Agency,Comprehensive Plan,F,77,THAILAND,29.0,69,1,Senior Citizen Travelers
Airlines,Bronze Plan,F,23,SINGAPORE,23.5,29,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,THAILAND,59.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,112,CANADA,69.3,34,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,31,INDIA,50.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,91,SINGAPORE,21.0,35,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,94,UNITED KINGDOM,89.1,47,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,36,PHILIPPINES,19.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,50,SINGAPORE,12.0,37,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,15,NEW ZEALAND,118.8,50,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,10,THAILAND,23.0,36,0,Adult Travelers
Airlines,Basic Plan,F,54,CAMBODIA,22.0,39,0,Adult Travelers
Airlines,Silver Plan,M,11,SINGAPORE,22.5,45,0,Adult Travelers
Airlines,Silver Plan,F,8,SINGAPORE,18.5,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,94,SINGAPORE,10.75,48,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,27,MALAYSIA,39.6,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,23,INDONESIA,17.0,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,186,THAILAND,18.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,169,GERMANY,68.0,36,0,Adult Travelers
Travel Agency,Child Comprehensive Plan,F,364,SINGAPORE,74.0,16,0,Child Travelers
Travel Agency,Cancellation Plan,Not Specified,73,PHILIPPINES,17.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,37,SINGAPORE,40.0,25,0,Young Adult Travelers
Airlines,Bronze Plan,F,6,SINGAPORE,21.0,33,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,94,NORWAY,49.5,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,44,UNITED STATES,61.0,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,33,CHINA,45.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,24,SINGAPORE,60.0,36,0,Adult Travelers
Airlines,Basic Plan,M,15,"TAIWAN, PROVINCE OF CHINA",35.0,31,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,67,JAPAN,44.0,36,0,Adult Travelers
Airlines,Silver Plan,M,2,SINGAPORE,37.0,43,0,Adult Travelers
Airlines,Basic Plan,M,1,MALAYSIA,18.0,67,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,17,INDIA,18.0,27,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,7,VIET NAM,34.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,101,"TAIWAN, PROVINCE OF CHINA",15.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,11,CHINA,20.0,44,0,Adult Travelers
Airlines,Bronze Plan,M,6,SINGAPORE,24.0,35,0,Adult Travelers
Airlines,Bronze Plan,F,14,SINGAPORE,51.75,47,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,10,PHILIPPINES,88.0,36,0,Adult Travelers
Airlines,Annual Silver Plan,F,365,SINGAPORE,193.2,40,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,62,UNITED KINGDOM,112.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,6,MALAYSIA,9.9,31,0,Adult Travelers
Airlines,Bronze Plan,M,28,SINGAPORE,22.1,49,0,Adult Travelers
Airlines,Basic Plan,F,319,HONG KONG,44.0,50,0,Adult Travelers
Airlines,Value Plan,M,4,"KOREA, REPUBLIC OF",36.0,62,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,21,SINGAPORE,80.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,PAKISTAN,63.0,35,0,Adult Travelers
Airlines,Bronze Plan,F,10,SINGAPORE,21.0,37,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,3,MALAYSIA,9.9,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,9,SINGAPORE,14.0,36,0,Adult Travelers
Airlines,Gold Plan,F,4,SINGAPORE,35.5,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,MYANMAR,12.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,17,INDONESIA,20.0,27,0,Young Adult Travelers
Travel Agency,Single Trip Travel Protect Silver,M,20,"TAIWAN, PROVINCE OF CHINA",26.5,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,21,INDONESIA,17.0,34,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,JAPAN,53.0,36,0,Adult Travelers
Airlines,Basic Plan,M,6,MALAYSIA,22.0,59,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,12,INDONESIA,10.0,37,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,21,MALAYSIA,39.6,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,46,"TAIWAN, PROVINCE OF CHINA",63.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,VIET NAM,20.0,57,0,Adult Travelers
Airlines,Bronze Plan,F,191,SINGAPORE,38.35,63,0,Senior Citizen Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,22,JAPAN,23.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,29,GEORGIA,80.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,118,AUSTRALIA,79.2,37,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,INDONESIA,54.0,36,0,Adult Travelers
Airlines,Bronze Plan,M,21,SINGAPORE,22.1,28,1,Young Adult Travelers
Airlines,Basic Plan,M,11,MALAYSIA,18.0,53,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,PHILIPPINES,12.0,36,0,Adult Travelers
Airlines,Silver Plan,M,12,SINGAPORE,29.0,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,3,INDONESIA,10.0,55,0,Adult Travelers
Airlines,Basic Plan,M,67,CHINA,44.0,41,0,Adult Travelers
Airlines,Basic Plan,F,60,INDONESIA,33.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,30,THAILAND,29.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,1,SINGAPORE,10.0,26,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,52,INDONESIA,67.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,1,MALAYSIA,20.0,41,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,58,INDIA,45.0,27,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,50,MYANMAR,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,INDONESIA,15.0,43,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,BANGLADESH,17.0,36,0,Adult Travelers
Airlines,Value Plan,M,44,UNITED STATES,198.0,77,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,134,PERU,80.0,51,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,137,JAPAN,45.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,10,JAPAN,52.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,124,AUSTRALIA,49.5,37,0,Adult Travelers
Airlines,Bronze Plan,F,6,SINGAPORE,11.5,31,0,Adult Travelers
Travel Agency,Value Plan,Not Specified,29,SWITZERLAND,75.0,22,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,29,UNITED STATES,68.0,43,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,9,SINGAPORE,29.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,101,IRELAND,79.0,36,0,Adult Travelers
Airlines,Annual Silver Plan,M,365,SINGAPORE,216.0,28,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,94,CHINA,50.0,36,0,Adult Travelers
Airlines,Silver Plan,F,57,SINGAPORE,47.5,45,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,36,SINGAPORE,1.03,48,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,37,MALAYSIA,69.3,42,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,INDIA,26.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,27,AUSTRALIA,51.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,24,"TAIWAN, PROVINCE OF CHINA",34.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,52,JAPAN,32.0,36,0,Adult Travelers
Airlines,Bronze Plan,M,17,SINGAPORE,38.35,45,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,276,CROATIA,80.0,36,0,Adult Travelers
Airlines,Silver Plan,M,64,SINGAPORE,109.0,26,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,232,CAMBODIA,17.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,11,JAPAN,58.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,21,SINGAPORE,10.0,31,0,Adult Travelers
Airlines,Bronze Plan,M,36,SINGAPORE,80.6,27,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,36,NEW ZEALAND,148.5,34,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,255,UNITED KINGDOM,75.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,NEW ZEALAND,27.0,22,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,13,CHINA,49.0,36,1,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,261,UNITED STATES,80.0,71,0,Senior Citizen Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,52,UNITED STATES,19.8,29,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,26,MALAYSIA,10.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,72,INDONESIA,18.0,36,0,Adult Travelers
Airlines,Basic Plan,F,113,MYANMAR,42.0,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,289,SINGAPORE,43.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,107,INDONESIA,20.0,36,0,Adult Travelers
Airlines,Value Plan,M,23,JAPAN,36.0,39,0,Adult Travelers
Airlines,Bronze Plan,M,14,SINGAPORE,33.5,33,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,92,AUSTRALIA,48.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,14,AUSTRALIA,79.2,31,0,Adult Travelers
Airlines,Basic Plan,M,24,THAILAND,22.0,47,0,Adult Travelers
Airlines,Basic Plan,M,11,MYANMAR,22.0,59,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,46,MALAYSIA,10.0,35,0,Adult Travelers
Airlines,Basic Plan,M,1,PHILIPPINES,18.0,52,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,INDIA,12.0,36,0,Adult Travelers
Airlines,Basic Plan,F,28,THAILAND,22.0,39,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,79,AUSTRALIA,59.4,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,31,GREECE,19.8,31,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,61,NEW ZEALAND,29.7,33,0,Adult Travelers
Airlines,Basic Plan,M,229,HONG KONG,22.0,40,0,Adult Travelers
Airlines,24 Protect,F,13,SINGAPORE,34.7,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,32,THAILAND,21.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,17,CHINA,28.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,6,MALAYSIA,20.0,47,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,72,CHINA,25.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,103,NETHERLANDS,9.9,31,0,Adult Travelers
Travel Agency,Single Trip Travel Protect Platinum,F,3,MALAYSIA,26.5,71,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,6,AUSTRALIA,62.0,36,0,Adult Travelers
Airlines,Silver Plan,F,22,SINGAPORE,81.5,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,25,INDIA,37.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,15,"TAIWAN, PROVINCE OF CHINA",27.0,36,0,Adult Travelers
Travel Agency,Value Plan,F,59,INDONESIA,28.0,48,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,38,JAPAN,39.6,32,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,11,THAILAND,41.0,50,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,39,GERMANY,58.0,36,0,Adult Travelers
